"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"6537","2020-06","BEDOK","5 ROOM","670","JLN DAMAI","13 TO 15",128,"Improved",1996,"75 years 05 months",6e+05,4687.5,"670 JLN DAMAI Singapore"
"6538","2020-06","BEDOK","5 ROOM","645","JLN TENAGA","07 TO 09",126,"Improved",1993,"71 years 11 months",545000,4325.39682539683,"645 JLN TENAGA Singapore"
"6539","2020-06","BEDOK","5 ROOM","660","JLN TENAGA","01 TO 03",126,"Improved",1997,"75 years 09 months",575000,4563.49206349206,"660 JLN TENAGA Singapore"
"6540","2020-06","BEDOK","5 ROOM","651","JLN TENAGA","01 TO 03",133,"Model A",1996,"75 years 05 months",570000,4285.71428571429,"651 JLN TENAGA Singapore"
"6541","2020-06","BEDOK","5 ROOM","111","LENGKONG TIGA","04 TO 06",121,"Improved",1989,"67 years 11 months",718000,5933.88429752066,"111 LENGKONG TIGA Singapore"
"6542","2020-06","BEDOK","5 ROOM","111","LENGKONG TIGA","07 TO 09",121,"Improved",1989,"67 years 09 months",702000,5801.65289256198,"111 LENGKONG TIGA Singapore"
"6543","2020-06","BEDOK","5 ROOM","61","NEW UPP CHANGI RD","13 TO 15",118,"Standard",1977,"56 years 03 months",550000,4661.01694915254,"61 NEW UPP CHANGI RD Singapore"
"6544","2020-06","BEDOK","5 ROOM","55","NEW UPP CHANGI RD","19 TO 21",118,"Standard",1977,"56 years 02 months",530000,4491.52542372881,"55 NEW UPP CHANGI RD Singapore"
"6545","2020-06","BEDOK","EXECUTIVE","109","BEDOK NTH RD","10 TO 12",163,"Adjoined flat",1977,"56 years 03 months",768000,4711.65644171779,"109 BEDOK NTH RD Singapore"
"6546","2020-06","BEDOK","EXECUTIVE","638","BEDOK RESERVOIR RD","04 TO 06",143,"Apartment",1993,"72 years 08 months",730000,5104.8951048951,"638 BEDOK RESERVOIR RD Singapore"
"6547","2020-06","BEDOK","EXECUTIVE","137","BEDOK RESERVOIR RD","04 TO 06",143,"Maisonette",1987,"65 years 08 months",643000,4496.5034965035,"137 BEDOK RESERVOIR RD Singapore"
"6548","2020-06","BEDOK","EXECUTIVE","137","BEDOK RESERVOIR RD","04 TO 06",143,"Maisonette",1987,"65 years 09 months",625000,4370.62937062937,"137 BEDOK RESERVOIR RD Singapore"
"6549","2020-06","BEDOK","EXECUTIVE","130","BEDOK RESERVOIR RD","10 TO 12",143,"Maisonette",1987,"65 years 10 months",615000,4300.6993006993,"130 BEDOK RESERVOIR RD Singapore"
"6550","2020-06","BEDOK","EXECUTIVE","638","BEDOK RESERVOIR RD","07 TO 09",146,"Apartment",1993,"72 years 08 months",720000,4931.50684931507,"638 BEDOK RESERVOIR RD Singapore"
"6551","2020-06","BEDOK","EXECUTIVE","639","BEDOK RESERVOIR RD","07 TO 09",143,"Apartment",1993,"72 years 08 months",726000,5076.92307692308,"639 BEDOK RESERVOIR RD Singapore"
"6552","2020-06","BEDOK","EXECUTIVE","638","BEDOK RESERVOIR RD","13 TO 15",147,"Apartment",1993,"72 years 07 months",750000,5102.04081632653,"638 BEDOK RESERVOIR RD Singapore"
"6553","2020-06","BEDOK","EXECUTIVE","29A","CHAI CHEE AVE","04 TO 06",145,"Apartment",1996,"75 years 05 months",810000,5586.20689655172,"29A CHAI CHEE AVE Singapore"
"6554","2020-06","BISHAN","3 ROOM","132","BISHAN ST 12","01 TO 03",70,"Simplified",1987,"65 years 08 months",363000,5185.71428571429,"132 BISHAN ST 12 Singapore"
"6555","2020-06","BISHAN","3 ROOM","110","BISHAN ST 12","07 TO 09",64,"Simplified",1986,"64 years 09 months",412800,6450,"110 BISHAN ST 12 Singapore"
"6556","2020-06","BISHAN","3 ROOM","22","SIN MING RD","10 TO 12",67,"Improved",1973,"52 years 06 months",216000,3223.88059701493,"22 SIN MING RD Singapore"
"6557","2020-06","BISHAN","3 ROOM","23","SIN MING RD","10 TO 12",65,"Improved",1973,"52 years 05 months",250000,3846.15384615385,"23 SIN MING RD Singapore"
"6558","2020-06","BISHAN","4 ROOM","139","BISHAN ST 12","01 TO 03",103,"Model A",1988,"67 years 04 months",468000,4543.68932038835,"139 BISHAN ST 12 Singapore"
"6559","2020-06","BISHAN","4 ROOM","142","BISHAN ST 12","04 TO 06",103,"Model A",1988,"67 years 05 months",457000,4436.8932038835,"142 BISHAN ST 12 Singapore"
"6560","2020-06","BISHAN","4 ROOM","140","BISHAN ST 12","04 TO 06",104,"Model A",1988,"67 years 04 months",507000,4875,"140 BISHAN ST 12 Singapore"
"6561","2020-06","BISHAN","4 ROOM","138","BISHAN ST 12","07 TO 09",84,"Simplified",1987,"66 years 02 months",475000,5654.7619047619,"138 BISHAN ST 12 Singapore"
"6562","2020-06","BISHAN","4 ROOM","178","BISHAN ST 13","04 TO 06",103,"Model A",1987,"66 years 06 months",550000,5339.80582524272,"178 BISHAN ST 13 Singapore"
"6563","2020-06","BISHAN","4 ROOM","171","BISHAN ST 13","07 TO 09",84,"Simplified",1988,"66 years 07 months",480000,5714.28571428571,"171 BISHAN ST 13 Singapore"
"6564","2020-06","BISHAN","4 ROOM","292","BISHAN ST 22","01 TO 03",102,"Premium Apartment",1998,"77 years 02 months",575000,5637.25490196078,"292 BISHAN ST 22 Singapore"
"6565","2020-06","BISHAN","4 ROOM","259","BISHAN ST 22","04 TO 06",104,"Model A",1992,"71 years 04 months",568000,5461.53846153846,"259 BISHAN ST 22 Singapore"
"6566","2020-06","BISHAN","4 ROOM","263","BISHAN ST 22","10 TO 12",104,"Model A",1992,"71 years 03 months",575000,5528.84615384615,"263 BISHAN ST 22 Singapore"
"6567","2020-06","BISHAN","4 ROOM","254","BISHAN ST 22","13 TO 15",116,"Model A",1992,"71 years 03 months",635000,5474.13793103448,"254 BISHAN ST 22 Singapore"
"6568","2020-06","BISHAN","4 ROOM","233","BISHAN ST 22","07 TO 09",105,"Model A",1992,"70 years 11 months",590000,5619.04761904762,"233 BISHAN ST 22 Singapore"
"6569","2020-06","BISHAN","4 ROOM","217","BISHAN ST 23","04 TO 06",107,"Model A",1992,"71 years",510000,4766.35514018692,"217 BISHAN ST 23 Singapore"
"6570","2020-06","BISHAN","4 ROOM","224","BISHAN ST 23","19 TO 21",102,"Model A",1992,"71 years 03 months",638000,6254.90196078431,"224 BISHAN ST 23 Singapore"
"6571","2020-06","BISHAN","4 ROOM","210","BISHAN ST 23","01 TO 03",107,"Model A",1992,"70 years 11 months",475000,4439.2523364486,"210 BISHAN ST 23 Singapore"
"6572","2020-06","BISHAN","4 ROOM","271","BISHAN ST 24","04 TO 06",104,"Model A",1992,"71 years 04 months",555000,5336.53846153846,"271 BISHAN ST 24 Singapore"
"6573","2020-06","BISHAN","4 ROOM","287","BISHAN ST 24","04 TO 06",107,"Model A",1992,"71 years 04 months",510000,4766.35514018692,"287 BISHAN ST 24 Singapore"
"6574","2020-06","BISHAN","4 ROOM","273A","BISHAN ST 24","07 TO 09",95,"DBSS",2011,"90 years 05 months",815000,8578.94736842105,"273A BISHAN ST 24 Singapore"
"6575","2020-06","BISHAN","4 ROOM","286","BISHAN ST 24","13 TO 15",108,"Model A",1992,"71 years 03 months",692888,6415.62962962963,"286 BISHAN ST 24 Singapore"
"6576","2020-06","BISHAN","4 ROOM","273A","BISHAN ST 24","34 TO 36",95,"DBSS",2011,"90 years 03 months",910000,9578.94736842105,"273A BISHAN ST 24 Singapore"
"6577","2020-06","BISHAN","4 ROOM","446","BRIGHT HILL DR","04 TO 06",110,"Model A",1990,"69 years",507000,4609.09090909091,"446 BRIGHT HILL DR Singapore"
"6578","2020-06","BISHAN","4 ROOM","302","SHUNFU RD","01 TO 03",100,"New Generation",1984,"63 years 06 months",567500,5675,"302 SHUNFU RD Singapore"
"6579","2020-06","BISHAN","4 ROOM","441","SIN MING AVE","04 TO 06",105,"Model A",1990,"68 years 11 months",555000,5285.71428571429,"441 SIN MING AVE Singapore"
"6580","2020-06","BISHAN","4 ROOM","407","SIN MING AVE","07 TO 09",89,"Simplified",1986,"65 years 03 months",535000,6011.23595505618,"407 SIN MING AVE Singapore"
"6581","2020-06","BISHAN","4 ROOM","406","SIN MING AVE","07 TO 09",84,"Simplified",1987,"66 years",473000,5630.95238095238,"406 SIN MING AVE Singapore"
"6582","2020-06","BISHAN","5 ROOM","101","BISHAN ST 12","10 TO 12",121,"Improved",1987,"65 years 08 months",723000,5975.20661157025,"101 BISHAN ST 12 Singapore"
"6583","2020-06","BISHAN","5 ROOM","166","BISHAN ST 13","01 TO 03",122,"Improved",1987,"66 years 08 months",590000,4836.06557377049,"166 BISHAN ST 13 Singapore"
"6584","2020-06","BISHAN","5 ROOM","179","BISHAN ST 13","10 TO 12",121,"Improved",1987,"66 years 04 months",833800,6890.90909090909,"179 BISHAN ST 13 Singapore"
"6585","2020-06","BISHAN","5 ROOM","165","BISHAN ST 13","07 TO 09",121,"Improved",1988,"67 years 03 months",678000,5603.30578512397,"165 BISHAN ST 13 Singapore"
"6586","2020-06","BISHAN","5 ROOM","273A","BISHAN ST 24","19 TO 21",120,"DBSS",2011,"90 years 04 months",1070000,8916.66666666667,"273A BISHAN ST 24 Singapore"
"6587","2020-06","BISHAN","5 ROOM","275A","BISHAN ST 24","07 TO 09",120,"DBSS",2011,"90 years 04 months",970000,8083.33333333333,"275A BISHAN ST 24 Singapore"
"6588","2020-06","BISHAN","5 ROOM","447","BRIGHT HILL DR","16 TO 18",120,"Improved",1990,"68 years 08 months",7e+05,5833.33333333333,"447 BRIGHT HILL DR Singapore"
"6589","2020-06","BISHAN","5 ROOM","402","SIN MING AVE","13 TO 15",120,"Improved",1986,"64 years 08 months",690000,5750,"402 SIN MING AVE Singapore"
"6590","2020-06","BISHAN","EXECUTIVE","186","BISHAN ST 13","04 TO 06",146,"Maisonette",1987,"66 years 04 months",930000,6369.86301369863,"186 BISHAN ST 13 Singapore"
"6591","2020-06","BISHAN","EXECUTIVE","237","BISHAN ST 22","04 TO 06",141,"Apartment",1992,"71 years",870000,6170.21276595745,"237 BISHAN ST 22 Singapore"
"6592","2020-06","BISHAN","EXECUTIVE","257","BISHAN ST 22","07 TO 09",148,"Apartment",1992,"71 years 02 months",740000,5000,"257 BISHAN ST 22 Singapore"
"6593","2020-06","BISHAN","EXECUTIVE","244","BISHAN ST 22","01 TO 03",146,"Maisonette",1992,"71 years 02 months",825000,5650.68493150685,"244 BISHAN ST 22 Singapore"
"6594","2020-06","BISHAN","EXECUTIVE","238","BISHAN ST 22","04 TO 06",146,"Maisonette",1992,"71 years 02 months",820000,5616.43835616438,"238 BISHAN ST 22 Singapore"
"6595","2020-06","BISHAN","EXECUTIVE","231","BISHAN ST 23","04 TO 06",146,"Maisonette",1992,"71 years",975000,6678.08219178082,"231 BISHAN ST 23 Singapore"
"6596","2020-06","BISHAN","EXECUTIVE","278","BISHAN ST 24","19 TO 21",149,"Maisonette",1992,"71 years 04 months",880000,5906.04026845638,"278 BISHAN ST 24 Singapore"
"6597","2020-06","BUKIT BATOK","3 ROOM","227","BT BATOK CTRL","01 TO 03",67,"New Generation",1985,"63 years 11 months",240000,3582.08955223881,"227 BT BATOK CTRL Singapore"
"6598","2020-06","BUKIT BATOK","3 ROOM","229","BT BATOK EAST AVE 3","10 TO 12",67,"New Generation",1985,"64 years",258000,3850.74626865672,"229 BT BATOK EAST AVE 3 Singapore"
"6599","2020-06","BUKIT BATOK","3 ROOM","267","BT BATOK EAST AVE 4","07 TO 09",64,"Simplified",1987,"65 years 10 months",245000,3828.125,"267 BT BATOK EAST AVE 4 Singapore"
"6600","2020-06","BUKIT BATOK","3 ROOM","260","BT BATOK EAST AVE 4","04 TO 06",73,"Model A",1985,"64 years 03 months",260000,3561.64383561644,"260 BT BATOK EAST AVE 4 Singapore"
"6601","2020-06","BUKIT BATOK","3 ROOM","271","BT BATOK EAST AVE 4","01 TO 03",64,"Simplified",1986,"65 years 05 months",210000,3281.25,"271 BT BATOK EAST AVE 4 Singapore"
"6602","2020-06","BUKIT BATOK","3 ROOM","247","BT BATOK EAST AVE 5","10 TO 12",73,"Model A",1985,"64 years",260000,3561.64383561644,"247 BT BATOK EAST AVE 5 Singapore"
"6603","2020-06","BUKIT BATOK","3 ROOM","250","BT BATOK EAST AVE 5","10 TO 12",73,"Model A",1985,"64 years 01 month",328000,4493.15068493151,"250 BT BATOK EAST AVE 5 Singapore"
"6604","2020-06","BUKIT BATOK","3 ROOM","241","BT BATOK EAST AVE 5","01 TO 03",74,"New Generation",1985,"64 years 05 months",285000,3851.35135135135,"241 BT BATOK EAST AVE 5 Singapore"
"6605","2020-06","BUKIT BATOK","3 ROOM","239","BT BATOK EAST AVE 5","01 TO 03",67,"New Generation",1985,"63 years 10 months",248000,3701.49253731343,"239 BT BATOK EAST AVE 5 Singapore"
"6606","2020-06","BUKIT BATOK","3 ROOM","244","BT BATOK EAST AVE 5","10 TO 12",67,"New Generation",1985,"64 years 05 months",262000,3910.44776119403,"244 BT BATOK EAST AVE 5 Singapore"
"6607","2020-06","BUKIT BATOK","3 ROOM","208","BT BATOK ST 21","07 TO 09",73,"Model A",1983,"62 years 06 months",280000,3835.61643835616,"208 BT BATOK ST 21 Singapore"
"6608","2020-06","BUKIT BATOK","3 ROOM","217","BT BATOK ST 21","10 TO 12",67,"New Generation",1984,"63 years 08 months",261000,3895.5223880597,"217 BT BATOK ST 21 Singapore"
"6609","2020-06","BUKIT BATOK","3 ROOM","367","BT BATOK ST 31","01 TO 03",68,"New Generation",1987,"66 years 03 months",280000,4117.64705882353,"367 BT BATOK ST 31 Singapore"
"6610","2020-06","BUKIT BATOK","3 ROOM","305","BT BATOK ST 31","07 TO 09",68,"New Generation",1985,"64 years 02 months",250000,3676.47058823529,"305 BT BATOK ST 31 Singapore"
"6611","2020-06","BUKIT BATOK","3 ROOM","374","BT BATOK ST 31","01 TO 03",64,"Simplified",1988,"66 years 11 months",259000,4046.875,"374 BT BATOK ST 31 Singapore"
"6612","2020-06","BUKIT BATOK","3 ROOM","318","BT BATOK ST 32","07 TO 09",68,"New Generation",1986,"64 years 10 months",260500,3830.88235294118,"318 BT BATOK ST 32 Singapore"
"6613","2020-06","BUKIT BATOK","3 ROOM","324","BT BATOK ST 33","10 TO 12",64,"Simplified",1988,"67 years 01 month",265000,4140.625,"324 BT BATOK ST 33 Singapore"
"6614","2020-06","BUKIT BATOK","3 ROOM","534","BT BATOK ST 51","10 TO 12",60,"Improved",1987,"66 years 02 months",245000,4083.33333333333,"534 BT BATOK ST 51 Singapore"
"6615","2020-06","BUKIT BATOK","3 ROOM","530","BT BATOK ST 51","04 TO 06",64,"Simplified",1987,"66 years 02 months",254000,3968.75,"530 BT BATOK ST 51 Singapore"
"6616","2020-06","BUKIT BATOK","3 ROOM","523","BT BATOK ST 52","04 TO 06",60,"Improved",1987,"66 years 01 month",245000,4083.33333333333,"523 BT BATOK ST 52 Singapore"
"6617","2020-06","BUKIT BATOK","3 ROOM","540","BT BATOK ST 52","01 TO 03",73,"Model A",1987,"66 years 05 months",252000,3452.05479452055,"540 BT BATOK ST 52 Singapore"
"6618","2020-06","BUKIT BATOK","3 ROOM","537","BT BATOK ST 52","07 TO 09",73,"Model A",1987,"66 years",267000,3657.53424657534,"537 BT BATOK ST 52 Singapore"
"6619","2020-06","BUKIT BATOK","3 ROOM","417","BT BATOK WEST AVE 4","04 TO 06",73,"Model A",1986,"65 years 02 months",250000,3424.65753424658,"417 BT BATOK WEST AVE 4 Singapore"
"6620","2020-06","BUKIT BATOK","3 ROOM","417","BT BATOK WEST AVE 4","10 TO 12",73,"Model A",1986,"65 years 02 months",235000,3219.17808219178,"417 BT BATOK WEST AVE 4 Singapore"
"6621","2020-06","BUKIT BATOK","3 ROOM","128","BT BATOK WEST AVE 6","01 TO 03",67,"New Generation",1984,"63 years 06 months",242000,3611.94029850746,"128 BT BATOK WEST AVE 6 Singapore"
"6622","2020-06","BUKIT BATOK","3 ROOM","135","BT BATOK WEST AVE 6","01 TO 03",82,"New Generation",1984,"63 years 07 months",278000,3390.24390243902,"135 BT BATOK WEST AVE 6 Singapore"
"6623","2020-06","BUKIT BATOK","3 ROOM","177","BT BATOK WEST AVE 8","10 TO 12",73,"Model A",1985,"63 years 08 months",278000,3808.21917808219,"177 BT BATOK WEST AVE 8 Singapore"
"6624","2020-06","BUKIT BATOK","4 ROOM","626","BT BATOK CTRL","07 TO 09",101,"Model A",1997,"76 years 03 months",510000,5049.50495049505,"626 BT BATOK CTRL Singapore"
"6625","2020-06","BUKIT BATOK","4 ROOM","105","BT BATOK CTRL","01 TO 03",104,"Model A",1985,"63 years 11 months",338000,3250,"105 BT BATOK CTRL Singapore"
"6626","2020-06","BUKIT BATOK","4 ROOM","290D","BT BATOK EAST AVE 3","01 TO 03",104,"Model A",1998,"76 years 10 months",380000,3653.84615384615,"290D BT BATOK EAST AVE 3 Singapore"
"6627","2020-06","BUKIT BATOK","4 ROOM","164","BT BATOK ST 11","04 TO 06",104,"Model A",1984,"63 years 07 months",378000,3634.61538461538,"164 BT BATOK ST 11 Singapore"
"6628","2020-06","BUKIT BATOK","4 ROOM","207","BT BATOK ST 21","10 TO 12",104,"Model A",1983,"62 years 04 months",403000,3875,"207 BT BATOK ST 21 Singapore"
"6629","2020-06","BUKIT BATOK","4 ROOM","212","BT BATOK ST 21","07 TO 09",93,"New Generation",1985,"64 years 03 months",380000,4086.02150537634,"212 BT BATOK ST 21 Singapore"
"6630","2020-06","BUKIT BATOK","4 ROOM","291A","BT BATOK ST 24","01 TO 03",104,"Model A",1997,"76 years 08 months",360000,3461.53846153846,"291A BT BATOK ST 24 Singapore"
"6631","2020-06","BUKIT BATOK","4 ROOM","288D","BT BATOK ST 25","01 TO 03",92,"Model A2",1998,"77 years",350000,3804.34782608696,"288D BT BATOK ST 25 Singapore"
"6632","2020-06","BUKIT BATOK","4 ROOM","288D","BT BATOK ST 25","01 TO 03",92,"Model A2",1998,"77 years",343000,3728.26086956522,"288D BT BATOK ST 25 Singapore"
"6633","2020-06","BUKIT BATOK","4 ROOM","360","BT BATOK ST 31","10 TO 12",94,"New Generation",1987,"66 years 05 months",340000,3617.02127659574,"360 BT BATOK ST 31 Singapore"
"6634","2020-06","BUKIT BATOK","4 ROOM","316","BT BATOK ST 32","04 TO 06",93,"New Generation",1986,"64 years 09 months",350000,3763.44086021505,"316 BT BATOK ST 32 Singapore"
"6635","2020-06","BUKIT BATOK","4 ROOM","323","BT BATOK ST 33","07 TO 09",89,"Simplified",1987,"66 years 07 months",335000,3764.04494382022,"323 BT BATOK ST 33 Singapore"
"6636","2020-06","BUKIT BATOK","4 ROOM","331","BT BATOK ST 33","10 TO 12",84,"Simplified",1986,"65 years 06 months",315000,3750,"331 BT BATOK ST 33 Singapore"
"6637","2020-06","BUKIT BATOK","4 ROOM","322","BT BATOK ST 33","04 TO 06",98,"New Generation",1985,"64 years 06 months",333000,3397.95918367347,"322 BT BATOK ST 33 Singapore"
"6638","2020-06","BUKIT BATOK","4 ROOM","338","BT BATOK ST 34","01 TO 03",84,"Simplified",1986,"65 years",3e+05,3571.42857142857,"338 BT BATOK ST 34 Singapore"
"6639","2020-06","BUKIT BATOK","4 ROOM","339","BT BATOK ST 34","04 TO 06",103,"Model A",1987,"66 years 05 months",330000,3203.88349514563,"339 BT BATOK ST 34 Singapore"
"6640","2020-06","BUKIT BATOK","4 ROOM","337","BT BATOK ST 34","07 TO 09",84,"Simplified",1986,"65 years 05 months",306000,3642.85714285714,"337 BT BATOK ST 34 Singapore"
"6641","2020-06","BUKIT BATOK","4 ROOM","540","BT BATOK ST 52","01 TO 03",103,"Model A",1987,"66 years 05 months",331000,3213.59223300971,"540 BT BATOK ST 52 Singapore"
"6642","2020-06","BUKIT BATOK","4 ROOM","423","BT BATOK WEST AVE 2","01 TO 03",94,"New Generation",1988,"67 years 04 months",290000,3085.10638297872,"423 BT BATOK WEST AVE 2 Singapore"
"6643","2020-06","BUKIT BATOK","4 ROOM","411","BT BATOK WEST AVE 4","04 TO 06",103,"Model A",1986,"64 years 11 months",380000,3689.32038834951,"411 BT BATOK WEST AVE 4 Singapore"
"6644","2020-06","BUKIT BATOK","4 ROOM","383","BT BATOK WEST AVE 5","04 TO 06",86,"Model A",2005,"83 years 10 months",380000,4418.60465116279,"383 BT BATOK WEST AVE 5 Singapore"
"6645","2020-06","BUKIT BATOK","4 ROOM","395","BT BATOK WEST AVE 5","22 TO 24",92,"Model A",2004,"83 years 04 months",415000,4510.86956521739,"395 BT BATOK WEST AVE 5 Singapore"
"6646","2020-06","BUKIT BATOK","4 ROOM","118","BT BATOK WEST AVE 6","04 TO 06",107,"Model A",1984,"63 years 03 months",395000,3691.58878504673,"118 BT BATOK WEST AVE 6 Singapore"
"6647","2020-06","BUKIT BATOK","4 ROOM","165","BT BATOK WEST AVE 8","04 TO 06",104,"Model A",1984,"63 years 05 months",360888,3470.07692307692,"165 BT BATOK WEST AVE 8 Singapore"
"6648","2020-06","BUKIT BATOK","4 ROOM","173","BT BATOK WEST AVE 8","04 TO 06",93,"New Generation",1984,"63 years 02 months",322800,3470.96774193548,"173 BT BATOK WEST AVE 8 Singapore"
"6649","2020-06","BUKIT BATOK","5 ROOM","620","BT BATOK CTRL","04 TO 06",110,"Improved",2003,"82 years 07 months",620000,5636.36363636364,"620 BT BATOK CTRL Singapore"
"6650","2020-06","BUKIT BATOK","5 ROOM","259","BT BATOK EAST AVE 4","07 TO 09",134,"Adjoined flat",1985,"64 years 03 months",455000,3395.5223880597,"259 BT BATOK EAST AVE 4 Singapore"
"6651","2020-06","BUKIT BATOK","5 ROOM","201","BT BATOK ST 21","19 TO 21",133,"Model A",1985,"64 years 02 months",578000,4345.86466165414,"201 BT BATOK ST 21 Singapore"
"6652","2020-06","BUKIT BATOK","5 ROOM","331","BT BATOK ST 33","10 TO 12",122,"Improved",1986,"65 years 07 months",420000,3442.62295081967,"331 BT BATOK ST 33 Singapore"
"6653","2020-06","BUKIT BATOK","5 ROOM","390","BT BATOK WEST AVE 5","22 TO 24",118,"Improved",2004,"83 years 08 months",555000,4703.38983050847,"390 BT BATOK WEST AVE 5 Singapore"
"6654","2020-06","BUKIT BATOK","5 ROOM","387","BT BATOK WEST AVE 5","16 TO 18",118,"Improved",2004,"83 years 07 months",555000,4703.38983050847,"387 BT BATOK WEST AVE 5 Singapore"
"6655","2020-06","BUKIT BATOK","5 ROOM","393","BT BATOK WEST AVE 5","16 TO 18",115,"Improved",2004,"83 years 06 months",555000,4826.08695652174,"393 BT BATOK WEST AVE 5 Singapore"
"6656","2020-06","BUKIT BATOK","5 ROOM","115","BT BATOK WEST AVE 6","19 TO 21",132,"Model A",1985,"64 years 01 month",580000,4393.93939393939,"115 BT BATOK WEST AVE 6 Singapore"
"6657","2020-06","BUKIT BATOK","5 ROOM","190","BT BATOK WEST AVE 6","13 TO 15",118,"Improved",1997,"76 years 02 months",533000,4516.94915254237,"190 BT BATOK WEST AVE 6 Singapore"
"6658","2020-06","BUKIT BATOK","5 ROOM","188","BT BATOK WEST AVE 6","10 TO 12",121,"Improved",1997,"75 years 11 months",525000,4338.84297520661,"188 BT BATOK WEST AVE 6 Singapore"
"6659","2020-06","BUKIT BATOK","5 ROOM","192","BT BATOK WEST AVE 6","10 TO 12",118,"Improved",1997,"76 years",535000,4533.89830508475,"192 BT BATOK WEST AVE 6 Singapore"
"6660","2020-06","BUKIT BATOK","EXECUTIVE","122","BT BATOK CTRL","04 TO 06",155,"Maisonette",1985,"64 years 02 months",628000,4051.61290322581,"122 BT BATOK CTRL Singapore"
"6661","2020-06","BUKIT BATOK","EXECUTIVE","121","BT BATOK CTRL","04 TO 06",150,"Maisonette",1985,"63 years 11 months",645000,4300,"121 BT BATOK CTRL Singapore"
"6662","2020-06","BUKIT BATOK","EXECUTIVE","125","BT BATOK CTRL","13 TO 15",140,"Apartment",1985,"64 years 02 months",645000,4607.14285714286,"125 BT BATOK CTRL Singapore"
"6663","2020-06","BUKIT BATOK","EXECUTIVE","223","BT BATOK EAST AVE 3","10 TO 12",149,"Maisonette",1985,"64 years 03 months",612800,4112.75167785235,"223 BT BATOK EAST AVE 3 Singapore"
"6664","2020-06","BUKIT BATOK","EXECUTIVE","142","BT BATOK ST 11","04 TO 06",145,"Apartment",1984,"63 years 07 months",610000,4206.89655172414,"142 BT BATOK ST 11 Singapore"
"6665","2020-06","BUKIT BATOK","EXECUTIVE","142","BT BATOK ST 11","01 TO 03",150,"Maisonette",1984,"63 years 06 months",580000,3866.66666666667,"142 BT BATOK ST 11 Singapore"
"6666","2020-06","BUKIT BATOK","EXECUTIVE","289A","BT BATOK ST 25","07 TO 09",144,"Apartment",1997,"76 years 08 months",7e+05,4861.11111111111,"289A BT BATOK ST 25 Singapore"
"6667","2020-06","BUKIT BATOK","EXECUTIVE","288A","BT BATOK ST 25","10 TO 12",144,"Apartment",1997,"76 years 08 months",720000,5000,"288A BT BATOK ST 25 Singapore"
"6668","2020-06","BUKIT BATOK","EXECUTIVE","524","BT BATOK ST 52","07 TO 09",152,"Maisonette",1987,"65 years 09 months",620000,4078.94736842105,"524 BT BATOK ST 52 Singapore"
"6669","2020-06","BUKIT MERAH","1 ROOM","7","TELOK BLANGAH CRES","01 TO 03",31,"Improved",1975,"54 years",205000,6612.90322580645,"7 TELOK BLANGAH CRES Singapore"
"6670","2020-06","BUKIT MERAH","1 ROOM","7","TELOK BLANGAH CRES","04 TO 06",31,"Improved",1975,"53 years 11 months",180000,5806.45161290323,"7 TELOK BLANGAH CRES Singapore"
"6671","2020-06","BUKIT MERAH","2 ROOM","32","JLN BT HO SWEE","07 TO 09",48,"Standard",1971,"49 years 09 months",229000,4770.83333333333,"32 JLN BT HO SWEE Singapore"
"6672","2020-06","BUKIT MERAH","2 ROOM","28","JLN BT MERAH","01 TO 03",47,"Standard",1967,"46 years 02 months",180000,3829.78723404255,"28 JLN BT MERAH Singapore"
"6673","2020-06","BUKIT MERAH","3 ROOM","40","BEO CRES","01 TO 03",59,"Standard",1971,"49 years 10 months",290000,4915.25423728814,"40 BEO CRES Singapore"
"6674","2020-06","BUKIT MERAH","3 ROOM","10A","BOON TIONG RD","16 TO 18",62,"Model A",2016,"94 years 08 months",665000,10725.8064516129,"10A BOON TIONG RD Singapore"
"6675","2020-06","BUKIT MERAH","3 ROOM","122","BT MERAH LANE 1","01 TO 03",83,"New Generation",1979,"58 years 07 months",4e+05,4819.27710843373,"122 BT MERAH LANE 1 Singapore"
"6676","2020-06","BUKIT MERAH","3 ROOM","129","BT MERAH VIEW","04 TO 06",76,"Improved",1973,"52 years 03 months",320000,4210.52631578947,"129 BT MERAH VIEW Singapore"
"6677","2020-06","BUKIT MERAH","3 ROOM","128","BT MERAH VIEW","07 TO 09",76,"Improved",1973,"52 years 03 months",350000,4605.26315789474,"128 BT MERAH VIEW Singapore"
"6678","2020-06","BUKIT MERAH","3 ROOM","129","BT MERAH VIEW","13 TO 15",65,"Improved",1973,"52 years 03 months",318000,4892.30769230769,"129 BT MERAH VIEW Singapore"
"6679","2020-06","BUKIT MERAH","3 ROOM","5","EVERTON PK","04 TO 06",72,"New Generation",1980,"59 years 07 months",415000,5763.88888888889,"5 EVERTON PK Singapore"
"6680","2020-06","BUKIT MERAH","3 ROOM","55","HAVELOCK RD","25 TO 27",69,"Model A",2013,"92 years 01 month",6e+05,8695.65217391304,"55 HAVELOCK RD Singapore"
"6681","2020-06","BUKIT MERAH","3 ROOM","58","HAVELOCK RD","01 TO 03",69,"Model A",2013,"92 years 01 month",5e+05,7246.3768115942,"58 HAVELOCK RD Singapore"
